seriesuid,coordX,coordY,coordZ,label
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,-31.025,-346.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-12.025,130.85,-346.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,12.975,130.85,-346.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-62.65,145.85,-346.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-42.65,145.85,-346.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,99.225,-172.275,-341.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,9.6,-341.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,89.225,-172.9,-336.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,24.6,-336.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-62.65,146.475,-336.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,190.475,-51.025,-331.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,-31.025,-331.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,-11.025,-331.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,7.975,130.85,-331.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-77.65,145.85,-330.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,185.475,50.225,-325.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-77.65,145.85,-321.095,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,2.975,-127.275,-320.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,164.85,95.225,-315.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,190.475,-41.025,-310.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,175.475,70.225,-310.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,170.475,80.225,-310.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-93.275,140.85,-310.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,154.85,100.225,-305.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,2.975,-127.275,-300.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-93.275,140.85,-300.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,4.6,-295.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,175.475,65.225,-295.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,154.85,100.225,-295.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,-26.025,-280.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,195.475,19.6,-280.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,154.85,100.85,-280.47,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,154.85,100.85,-269.845,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,18.6,4.6,-127.97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,7.975,4.6,-122.97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,22.975,4.6,-117.97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,119.225,125.85,-87.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,28.6,130.85,-82.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,53.6,130.85,-82.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,68.6,130.85,-82.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-37.65,135.85,-82.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-17.025,135.85,-82.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-72.65,135.85,-77.97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-62.65,135.85,-77.97,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,28.6,3.975,-77.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,99.225,125.85,-77.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,23.6,-6.025,-72.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,79.225,125.85,-72.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-92.65,130.85,-72.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,134.85,120.85,-67.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,32.975,-10.4,-62.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.228934821089041845791238006047,-93.275,130.85,-62.345,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-13.625,-116.875,-340.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-99.25,-106.25,-340.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,102.625,-66.25,-340.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-18.0,-41.25,-340.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-33.625,-116.875,-335.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,108.25,-30.625,-335.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,62.625,-116.25,-330.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,72.625,-111.875,-330.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,178.875,90.625,-330.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,37.625,-121.25,-325.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-104.25,-96.25,-324.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-38.625,-116.875,-320.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,87.625,-111.25,-320.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-104.25,-81.25,-315.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,102.625,-101.875,-305.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,103.25,-76.25,-304.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-28.0,-61.25,-304.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,77.625,-106.25,-299.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,77.625,-96.875,-299.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,42.625,-91.25,-299.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-69.25,-81.25,-299.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-38.625,-61.25,-299.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-43.625,-65.625,-289.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-38.625,-111.875,-284.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-18.625,-71.25,-283.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-28.625,-61.25,-279.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,57.625,-91.25,-269.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,87.625,-91.25,-269.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,127.625,-55.625,-263.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,113.25,-35.625,-259.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,193.875,-25.625,-157.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,183.875,-35.625,-152.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,37.0,20.0,-142.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,22.0,20.0,-132.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,52.625,-121.875,-126.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,163.25,-51.25,-122.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,11.375,20.0,-116.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,148.25,-56.25,-91.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,138.25,-61.25,-86.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,6.375,15.0,-76.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,6.375,-106.25,-71.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,57.625,-96.25,-66.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,138.25,-61.25,-66.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-3.0,-96.875,-56.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,22.0,0.0,-56.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,77.625,-86.25,-51.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,148.25,-66.25,-51.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,11.375,-101.875,-46.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,22.0,-5.0,-46.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-18.625,-96.25,-45.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,62.625,-81.25,-45.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998,-23.625,141.25,-45.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,52.125,71.625,-393.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-39.125,77.25,-149.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-4.125,72.25,-149.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-29.75,127.875,-149.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-49.75,82.25,-144.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,11.5,72.25,-139.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,-59.75,82.25,-139.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,15.675,-87.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,25.675,-83.375,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-4.325,-77.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,11.3,-73.375,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,126.925,-67.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-141.2,-62.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,51.3,-62.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,71.925,-52.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,172.55,-52.125,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-151.2,-47.75,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-14.325,-47.125,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,127.55,12.875,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-140.575,89.125,-294.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,46.3,-82.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,61.3,-78.375,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,163.175,-77.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,71.925,-73.375,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,96.925,-72.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-39.95,-67.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,106.925,-62.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-49.95,-47.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,117.55,-42.75,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,71.925,-22.125,-289.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-120.575,109.125,-289.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,16.3,-82.75,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-146.2,-57.75,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,10.675,-57.75,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-156.2,-47.75,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,141.925,-47.125,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-140.575,89.125,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,147.55,99.125,-284.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,122.55,-118.375,-279.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,172.55,-52.125,-279.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,177.55,-37.75,-279.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,61.3,-57.75,-274.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,71.3,-52.75,-274.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-136.2,94.125,-274.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,16.3,-118.375,-274.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,162.55,-78.375,-274.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-151.2,-52.75,-274.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-125.575,109.125,-274.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-146.2,-62.75,-269.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,178.175,-37.125,-269.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,146.925,99.125,-269.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,36.3,-128.375,-269.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,56.925,-123.375,-269.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,132.55,-37.125,-269.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,136.925,-2.125,-269.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,173.175,-52.75,-264.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,122.55,-118.375,-264.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-146.2,-67.75,-259.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,178.175,-37.75,-259.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,136.925,-37.125,-259.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,152.55,94.125,-259.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,132.55,109.125,-259.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,122.55,-118.375,-254.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-125.575,-92.75,-254.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,172.55,-52.75,-254.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,127.55,-7.125,-254.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,142.55,-7.125,-254.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,0.675,-133.375,-249.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-9.325,-118.375,-249.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,152.55,-92.75,-249.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,167.55,-67.75,-249.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,136.925,-32.75,-249.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-161.2,-42.75,-244.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,-120.575,109.125,-244.125,0
