seriesuid,coordX,coordY,coordZ,label
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-31.45,-71.25,-98.12,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-15.825,-61.25,-92.495,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-15.825,-51.25,-83.12,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-45.825,-76.25,-82.495,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-61.45,-71.25,-77.495,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-61.45,-71.25,-62.495,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-25.825,-36.25,-62.495,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-76.45,-61.25,-61.87,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.314836406260772370397541392345,-96.45,-51.25,-47.495,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826,-147.5,-41.25,-61.985,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826,-147.5,-46.25,-46.36,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826,141.875,-56.25,-31.36,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826,10.0,-15.625,-25.735,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-30.625,-61.25,-360.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,45.0,-35.625,-360.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-15.625,-56.25,-355.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-25.625,-61.25,-350.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,126.25,-45.625,-330.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,105.625,-50.625,-329.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,126.25,-45.625,-320.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-81.25,-111.25,-314.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,70.625,-86.25,-309.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,55.625,-76.25,-309.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,75.625,-71.25,-299.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-10.625,-15.625,-46.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,50.0,-55.625,-41.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.173106154739244262091404659845,-61.25,-51.25,-41.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,44.625,-131.875,-282.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,110.25,-61.25,-282.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-61.625,-126.875,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,89.625,-116.875,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,100.25,-91.25,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,110.25,-86.875,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,120.25,-51.25,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,110.25,-41.25,-277.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,54.625,-121.875,-272.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-11.0,-106.875,-272.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,75.25,-106.875,-272.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,120.25,-66.25,-272.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,84.625,-106.875,-267.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,9.0,-106.875,-262.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,105.25,-51.25,-262.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,100.25,-91.25,-261.875,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,104.625,-66.25,-257.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-42.25,30.0,-217.5,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,55.625,-211.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-56.625,55.625,-211.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,70.625,-206.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,-86.875,-201.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-42.25,20.0,-201.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,35.0,-201.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,35.0,-201.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,50.625,-201.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-101.25,-196.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,45.0,-196.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,-91.875,-191.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,25.0,-191.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-107.875,30.0,-191.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-56.625,45.625,-191.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,-81.875,-190.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-56.625,-25.625,-190.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,20.0,-190.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-117.875,45.625,-190.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,-97.5,-186.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-132.875,15.0,-186.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,25.0,-186.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,40.0,-186.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,56.25,-186.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-102.25,65.625,-186.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-137.875,5.0,-185.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-108.5,15.0,-185.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,-71.25,-181.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-132.875,-20.625,-181.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,-15.625,-181.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-101.25,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-96.875,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-112.25,-71.25,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,-35.625,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,-20.625,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,-5.0,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.875,45.0,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,45.625,-180.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-112.875,5.0,-176.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.875,35.0,-176.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-81.25,-175.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,-41.25,-175.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-102.875,-40.625,-175.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,-20.625,-175.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,35.0,-175.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.875,-71.25,-171.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-112.875,-60.625,-171.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-5.0,-171.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-101.875,-170.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,-66.25,-170.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-82.25,-51.25,-170.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,65.625,-170.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-76.25,-166.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,50.625,-166.25,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-42.25,-97.5,-165.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-91.875,-165.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,-55.625,-165.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-82.25,-30.625,-165.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,25.0,-165.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,40.0,-165.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,-46.25,-160.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-132.875,-20.625,-160.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-112.875,-20.625,-160.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-117.875,45.0,-160.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,-40.625,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.25,-40.625,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-82.25,-35.625,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,0.0,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-46.625,35.0,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,50.0,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,65.625,-155.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-66.25,-150.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.875,60.625,-150.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-31.625,-96.875,-150.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-42.25,-66.25,-150.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,-56.25,-150.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-127.875,0.0,-150.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.875,-86.25,-145.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-107.875,-45.625,-145.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.875,-35.625,-145.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,-35.625,-145.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,-45.625,-145.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-107.875,45.625,-145.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,65.625,-145.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-61.625,-66.25,-140.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-42.25,-66.25,-140.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,10.0,-140.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-81.875,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,-30.625,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,-20.625,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,-10.625,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-122.875,0.0,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,45.0,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,60.0,-140.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,35.0,-135.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-31.25,-135.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,60.0,-135.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,65.625,-135.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,65.625,-135.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-36.625,25.0,-130.625,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-26.625,-91.875,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-36.625,-81.25,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-102.25,-50.625,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-82.875,-45.625,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.875,-20.625,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-82.25,-15.625,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.875,25.0,-130.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.25,0.0,-125.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-107.875,30.0,-125.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-16.625,-96.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,-86.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,-66.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-46.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-36.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,-31.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.875,20.0,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,35.0,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-57.25,66.25,-120.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,-66.25,-115.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.25,-20.625,-115.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,20.0,-115.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,25.0,-115.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-56.625,-76.25,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-58.75,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-53.75,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-35.625,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,4.375,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,14.375,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,45.625,-110.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-102.25,-51.25,-109.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,10.0,-109.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,-76.25,-105.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-51.25,-100.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.875,-0.625,-100.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,-66.25,-99.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,-41.25,-99.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-35.625,-99.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-46.625,-76.25,-94.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,-50.625,-94.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,0.0,-94.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-117.875,10.0,-94.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,55.0,-90.0,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-46.625,-56.25,-89.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-50.625,-89.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-35.625,-89.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,10.0,-89.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.25,20.0,-89.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,45.0,-89.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,-15.625,-84.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,-5.625,-84.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.875,50.625,-84.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-56.625,-56.25,-79.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,-55.625,-79.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-56.625,-40.625,-79.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.25,25.0,-79.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.25,40.0,-79.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-77.25,45.0,-79.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,-15.625,-74.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-46.625,-5.625,-74.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-46.625,20.0,-74.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-97.25,9.375,-73.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-92.25,20.0,-69.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,40.0,-69.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,45.0,-69.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-87.875,10.0,-64.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,-35.625,-54.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-67.25,0.0,-54.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-41.625,5.0,-53.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-51.625,-15.0,-44.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-47.25,0.0,-44.375,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,40.625,-38.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-41.625,5.0,-33.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-72.25,45.0,-33.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-52.25,25.0,-23.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-36.625,-101.875,-18.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-26.625,-111.875,-8.75,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-82.25,-126.875,-8.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,-62.25,-116.875,-8.125,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,9.075,-101.95,-322.14,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,29.7,-106.95,-301.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,39.7,-96.95,-301.515,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.339484970190920330170416228517,-15.925,-26.325,-48.39,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,46.2,-75.175,-304.04,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,-35.05,-70.175,-75.29,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,41.2,-49.55,-64.665,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,41.2,-39.55,-54.665,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,5.575,-34.55,-44.665,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,46.2,-34.55,-44.665,0
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,5.575,-44.55,-39.665,0
